2020-02-15 15:55:01, 14, 2 
2020-02-15 16:55:01, 15, 0 
2020-02-15 17:55:01, 16, 0 
2020-02-15 18:55:02, 17, 0 
2020-02-15 19:55:01, 18, 0 
2020-02-15 20:55:01, 19, 0 
2020-02-15 21:55:01, 20, 0 
2020-02-15 22:55:02, 21, 0 
2020-02-15 23:55:01, 22, 0 
2020-02-16 00:55:01, 00, 0 
2020-02-16 01:55:01, 00, 0 
2020-02-16 02:55:01, 01, 0 
2020-02-16 03:55:02, 02, 0 
2020-02-16 04:55:01, 03, 0 
2020-02-16 05:55:01, 04, 0 
2020-02-16 06:55:03, 05, 0 
2020-02-16 07:55:01, 06, 0 
2020-02-16 08:55:01, 07, 0 
2020-02-16 09:55:02, 08, 0 
2020-02-16 10:55:01, 09, 0 
2020-02-16 11:55:03, 10, 0 
2020-02-16 12:55:01, 11, 0 
2020-02-16 13:55:01, 12, 0 
2020-02-16 14:55:01, 13, 0 
2020-02-16 15:55:01, 14, 0 
2020-02-16 16:55:02, 15, 0 
2020-02-16 17:55:01, 16, 0 
2020-02-16 18:55:01, 17, 0 
2020-02-16 19:55:01, 18, 0 
2020-02-16 20:55:01, 19, 0 
2020-02-16 21:55:01, 20, 0 
2020-02-16 22:55:01, 21, 0 
2020-02-16 23:55:01, 22, 0 
2020-02-17 00:55:01, 00, 0 
2020-02-17 01:55:01, 00, 0 
2020-02-17 02:55:01, 01, 0 
2020-02-17 03:55:01, 02, 0 
2020-02-17 04:55:01, 03, 0 
2020-02-17 05:55:02, 04, 0 
2020-02-17 06:55:02, 05, 0 
2020-02-17 07:55:01, 06, 2 
2020-02-17 08:55:02, 07, 11 
2020-02-17 09:55:01, 08, 9 
2020-02-17 10:55:01, 09, 8 
2020-02-17 11:55:01, 10, 10 
2020-02-17 12:55:01, 11, 9 
2020-02-17 13:55:01, 12, 8 
2020-02-17 14:55:01, 13, 9 
2020-02-17 15:55:01, 14, 4 
2020-02-17 16:55:01, 15, 7 
2020-02-17 17:55:01, 16, 14 
2020-02-17 18:55:01, 17, 19 
2020-02-17 19:55:02, 18, 12 
2020-02-17 20:55:02, 19, 1 
2020-02-17 21:55:01, 20, 0 
2020-02-17 22:55:01, 21, 0 
2020-02-17 23:55:02, 22, 0 
2020-02-18 00:55:02, 00, 0 
2020-02-18 01:55:01, 00, 0 
2020-02-18 02:55:01, 01, 0 
2020-02-18 03:55:01, 02, 0 
2020-02-18 04:55:01, 03, 0 
2020-02-18 05:55:01, 04, 0 
2020-02-18 06:55:02, 05, 0 
2020-02-18 07:55:02, 06, 5 
2020-02-18 08:55:01, 07, 10 
2020-02-18 09:55:01, 00, 0 
2020-02-18 10:55:01, 09, 6 
2020-02-18 11:55:02, 10, 6 
2020-02-18 12:55:01, 11, 8 
2020-02-18 13:55:01, 12, 6 
2020-02-18 14:55:01, 13, 5 
2020-02-18 15:55:01, 14, 2 
2020-02-18 16:55:02, 15, 8 
2020-02-18 17:55:01, 16, 14 
2020-02-18 18:55:02, 17, 13 
2020-02-18 19:55:01, 18, 15 
2020-02-18 20:55:01, 19, 7 
2020-02-18 21:55:01, 20, 0 
2020-02-18 22:55:01, 21, 0 
2020-02-18 23:55:02, 22, 0 
2020-02-19 00:55:01, 00, 0 
2020-02-19 01:55:01, 00, 0 
2020-02-19 02:55:01, 01, 0 
2020-02-19 03:55:01, 02, 0 
2020-02-19 04:55:01, 03, 0 
2020-02-19 05:55:02, 04, 0 
2020-02-19 06:55:02, 05, 0 
2020-02-19 07:55:02, 06, 2 
2020-02-19 08:55:01, 07, 9 
2020-02-19 09:55:01, 08, 9 
2020-02-19 10:55:01, 09, 8 
2020-02-19 11:55:01, 10, 11 
2020-02-19 12:55:02, 11, 5 
2020-02-19 13:55:01, 12, 7 
2020-02-19 14:55:01, 13, 8 
2020-02-19 15:55:01, 14, 7 
2020-02-19 16:55:01, 15, 12 
2020-02-19 17:55:01, 16, 17 
2020-02-19 18:55:02, 17, 15 
2020-02-19 19:55:01, 18, 8 
2020-02-19 20:55:01, 19, 1 
2020-02-19 21:55:01, 20, 0 
2020-02-19 22:55:01, 21, 0 
2020-02-19 23:55:02, 22, 0 
2020-02-20 00:55:01, 00, 0 
2020-02-20 01:55:02, 00, 0 
2020-02-20 02:55:01, 01, 0 
2020-02-20 03:55:01, 02, 0 
2020-02-20 04:55:01, 03, 0 
2020-02-20 05:55:01, 04, 0 
2020-02-20 06:55:02, 05, 0 
2020-02-20 07:55:02, 06, 4 
2020-02-20 08:55:01, 07, 9 
2020-02-20 09:55:01, 08, 8 
2020-02-20 10:55:02, 09, 4 
2020-02-20 11:55:01, 10, 5 
2020-02-20 12:55:01, 11, 5 
2020-02-20 13:55:01, 12, 2 
2020-02-20 14:55:02, 13, 5 
2020-02-20 15:55:01, 14, 6 
2020-02-20 16:55:01, 15, 6 
2020-02-20 17:55:01, 16, 12 
2020-02-20 18:55:01, 17, 15 
2020-02-20 19:55:01, 18, 10 
2020-02-20 20:55:01, 19, 7 
2020-02-20 21:55:01, 20, 2 
2020-02-20 22:55:02, 21, 0 
2020-02-20 23:55:01, 22, 0 
2020-02-21 00:55:02, 00, 0 
2020-02-21 01:55:01, 00, 0 
2020-02-21 02:55:01, 01, 0 
2020-02-21 03:55:01, 02, 0 
2020-02-21 04:55:01, 03, 0 
2020-02-21 05:55:01, 04, 0 
2020-02-21 06:55:02, 05, 0 
2020-02-21 07:55:01, 06, 2 
2020-02-21 08:55:01, 07, 7 
2020-02-21 09:55:01, 08, 8 
2020-02-21 10:55:01, 09, 11 
2020-02-21 11:55:02, 10, 7 
2020-02-21 12:55:02, 11, 8 
2020-02-21 13:55:02, 12, 9 
2020-02-21 14:55:01, 13, 5 
2020-02-21 15:55:01, 14, 5 
2020-02-21 16:55:01, 15, 12 
2020-02-21 17:55:01, 16, 7 
2020-02-21 18:55:01, 17, 2 
2020-02-21 19:55:01, 18, 0 
2020-02-21 20:55:01, 19, 0 
2020-02-21 21:55:01, 20, 0 
2020-02-21 22:55:02, 21, 0 
2020-02-21 23:55:01, 22, 0 
2020-02-22 00:55:01, 00, 0 
2020-02-22 01:55:02, 00, 0 
2020-02-22 02:55:01, 01, 0 
2020-02-22 03:55:01, 02, 0 
2020-02-22 04:55:01, 03, 0 
2020-02-22 05:55:01, 04, 0 
2020-02-22 06:55:03, 05, 0 
2020-02-22 07:55:01, 06, 0 
2020-02-22 08:55:02, 07, 0 
2020-02-22 09:55:01, 08, 0 
2020-02-22 10:55:01, 09, 0 
2020-02-22 11:55:01, 10, 6 
2020-02-22 12:55:01, 11, 15 
2020-02-22 13:55:01, 12, 17 
2020-02-22 14:55:01, 13, 10 
2020-02-22 15:55:01, 14, 2 
2020-02-22 16:55:01, 15, 0 
2020-02-22 17:55:02, 16, 0 
2020-02-22 18:55:01, 17, 0 
2020-02-22 19:55:01, 18, 0 
2020-02-22 20:55:02, 19, 0 
2020-02-22 21:55:01, 20, 0 
2020-02-22 22:55:01, 21, 0 
2020-02-22 23:55:01, 22, 0 
2020-02-23 00:55:01, 00, 0 
2020-02-23 01:55:01, 00, 0 
2020-02-23 02:55:01, 01, 0 
2020-02-23 03:55:01, 02, 0 
2020-02-23 04:55:01, 03, 0 
2020-02-23 05:55:01, 04, 0 
2020-02-23 06:55:03, 05, 0 
2020-02-23 07:55:01, 06, 0 
2020-02-23 08:55:02, 07, 0 
2020-02-23 09:55:01, 08, 0 
2020-02-23 10:55:01, 09, 0 
2020-02-23 11:55:01, 10, 0 
2020-02-23 12:55:01, 11, 0 
2020-02-23 13:55:01, 12, 0 
2020-02-23 14:55:01, 13, 0 
2020-02-23 15:55:02, 14, 0 
2020-02-23 16:55:02, 15, 0 
2020-02-23 17:55:02, 16, 0 
2020-02-23 18:55:02, 17, 0 
2020-02-23 19:55:01, 18, 0 
2020-02-23 20:55:05, 19, 0 
2020-02-23 21:55:01, 20, 0 
2020-02-23 22:55:01, 21, 0 
2020-02-23 23:55:01, 22, 0 
2020-02-24 00:55:02, 00, 0 
2020-02-24 01:55:01, 00, 0 
2020-02-24 02:55:02, 01, 0 
2020-02-24 03:55:01, 02, 0 
2020-02-24 04:55:01, 03, 0 
2020-02-24 05:55:01, 04, 0 
2020-02-24 06:55:02, 05, 0 
2020-02-24 07:55:01, 06, 2 
2020-02-24 08:55:01, 07, 7 
2020-02-24 09:55:02, 08, 11 
2020-02-24 10:55:01, 09, 9 
2020-02-24 11:55:01, 10, 7 
2020-02-24 12:55:02, 11, 9 
